species,num_genomes,rep_number,centroid_90,centroid_99
240891,12,1,1828,4235
783244,5,4,1645,3308
240891,14,0,1844,4489
783244,5,8,1662,3186
240891,12,6,1732,4131
783244,9,6,1957,5499
571325,5,2,1757,1814
240891,4,4,1433,2472
240891,17,2,1888,4886
240891,19,3,1915,5000
240891,6,1,1547,2986
240891,11,1,1716,4074
240891,4,3,1378,2421
240891,15,8,1847,4654
240891,2,7,1388,1920
240891,10,2,1657,3823
240891,3,5,1409,2211
619501,3,9,1328,2210
571325,5,7,1744,1795
240891,21,3,1960,5355
240891,21,6,1953,5322
240891,2,5,1254,1708
783244,6,3,1643,3309
240891,11,2,1752,4012
240891,4,6,1466,2526
240891,14,7,1807,4368
240891,14,3,1791,4416
240891,15,2,1822,4538
240891,15,1,1791,4574
571325,2,8,1482,1500
988598,18,2,4361,6315
240891,14,1,1847,4534
240891,2,6,1354,1789
240891,3,0,1499,2394
240891,14,9,1822,4501
240891,11,3,1689,3912
240891,19,2,1892,4958
240891,12,4,1744,4154
240891,3,2,1314,2024
240891,15,7,1870,4630
619501,2,2,1390,2300
240891,17,9,1876,4811
240891,17,5,1902,4823
988598,18,7,4032,5147
240891,6,4,1530,2993
240891,17,4,1878,4769
240891,4,9,1500,2547
240891,6,3,1614,3137
240891,21,2,1955,5353
240891,23,6,1966,5499
240891,17,1,1836,4843
571325,2,9,1548,1578
240891,4,2,1448,2492
240891,7,8,1636,3330
988598,10,7,4056,5395
240891,12,9,1756,4073
240891,7,7,1573,3228
240891,17,0,1869,4822
240891,14,2,1787,4438
240891,19,7,1887,5019
240891,19,1,1902,5068
240891,19,8,1932,5095
571325,2,1,1498,1509
240891,17,3,1872,4857
240891,9,0,1678,3686
240891,2,3,1242,1617
240891,23,0,1966,5499
240891,5,8,1593,2932
988598,10,1,3598,4440
240891,3,6,1436,2314
240891,7,9,1531,3091
988598,11,0,3634,4509
988598,11,7,3542,4384
571325,4,1,1539,1576
240891,5,5,1484,2735
988598,11,8,4205,5421
240891,4,1,1452,2476
240891,9,9,1671,3602
240891,5,6,1446,2792
240891,5,4,1569,2952
240891,2,1,1352,1900
240891,21,8,1946,5272
240891,2,9,1335,1888
240891,23,9,1966,5499
611554,2,9,1917,1965
240891,3,7,1430,2204
240891,2,8,1254,1708
240891,2,4,1371,1859
240891,12,8,1793,4263
240891,3,1,1370,2270
240891,6,8,1475,2938
988598,10,3,3527,4748
240891,4,7,1409,2583
240891,23,3,1966,5499
240891,5,1,1480,2717
619501,4,9,1466,3145
240891,11,0,1719,3955
240891,9,1,1660,3589
240891,23,4,1966,5499
240891,23,5,1966,5499
240891,3,3,1393,2194
988598,11,2,3593,4852
240891,23,7,1966,5499
240891,6,7,1664,3235
240891,9,5,1647,3653
988598,10,4,3534,4235
571325,3,4,1691,1714
988598,10,2,3347,4135
240891,8,0,1600,3461
240891,2,0,1299,1759
240891,8,6,1610,3479
240891,7,0,1554,3155
240891,14,5,1755,4443
240891,23,8,1966,5499
240891,8,8,1579,3359
988598,2,4,2314,2517
240891,7,4,1624,3326
619501,2,4,1304,2102
240891,11,5,1740,4047
240891,6,2,1518,3028
240891,6,5,1616,3190
240891,14,6,1844,4532
988598,12,3,3896,4725
240891,7,2,1634,3369
240891,5,3,1489,2784
240891,15,9,1807,4626
240891,3,8,1377,2210
240891,7,6,1681,3441
571325,4,5,1563,1607
571325,6,7,1761,1834
240891,9,6,1667,3703
988598,11,1,3377,4259
988598,12,8,3786,5256
988598,13,9,3800,4881
240891,9,7,1641,3583
988598,11,9,3770,5195
240891,12,7,1731,4240
240891,4,8,1474,2538
988598,13,3,4049,5377
240891,6,9,1607,3152
611554,2,5,1761,1783
240891,12,0,1735,4213
240891,5,0,1523,2776
988598,34,4,4394,6096
988598,10,0,3659,4807
240891,5,7,1487,2763
240891,3,4,1325,2099
988598,13,5,3589,4533
988598,11,6,4086,5485
240891,11,7,1708,3950
240891,7,5,1541,3217
619501,4,7,1468,3154
240891,9,8,1556,3540
988598,20,1,4112,5732
240891,23,2,1966,5499
240891,3,9,1444,2205
240891,7,3,1562,3192
240891,23,1,1966,5499
988598,18,5,3778,4856
988598,10,5,3625,4367
988598,11,4,3871,4687
240891,6,0,1513,2957
571325,3,8,1543,1578
240891,4,0,1432,2572
988598,11,3,3563,4280
988598,11,5,3999,5245
240891,7,1,1553,3268
988598,13,0,3951,5415
240891,5,9,1445,2723
988598,12,5,4100,5517
988598,22,7,4620,6805
988598,13,2,3945,4874
988598,16,4,4220,6026
619501,3,7,1463,3143
240891,8,7,1650,3498
240891,21,9,1947,5316
988598,15,1,4117,5512
988598,13,1,4064,5303
988598,10,8,3508,4333
988598,12,7,4230,5487
988598,13,6,4313,5670
988598,12,2,4033,5233
988598,31,2,5447,8163
240891,8,1,1650,3509
571325,4,4,1736,1772
988598,12,6,3556,4448
988598,15,5,3986,5504
988598,12,1,3866,5213
988598,16,2,3918,5011
240891,9,2,1661,3667
988598,16,1,4290,5924
240891,4,5,1504,2654
240891,8,4,1591,3428
988598,22,3,4156,5415
988598,28,5,5288,7989
571325,5,9,1744,1795
988598,25,2,4312,5755
988598,20,3,4206,5661
988598,22,6,4236,6012
240891,5,2,1428,2694
988598,22,5,4199,5442
240891,9,4,1708,3707
988598,15,3,3897,4959
988598,15,2,4285,5906
988598,10,9,4173,5378
240891,8,2,1628,3397
611554,7,7,2698,4902
240891,8,9,1539,3361
988598,38,5,5547,8506
988598,38,6,5190,7873
988598,20,0,4660,7062
988598,31,9,4980,7495
240891,9,3,1627,3636
988598,12,4,4033,5311
988598,15,0,4378,5640
988598,18,4,4512,6197
240891,8,3,1644,3510
571325,4,2,1768,1828
988598,18,0,3959,5096
988598,10,6,3926,5085
240891,8,5,1698,3582
988598,13,4,4170,5681
988598,2,0,2809,2952
988598,2,9,2529,2620
988598,15,9,4169,5257
988598,16,5,3449,4427
988598,13,8,3368,4269
988598,15,7,4185,5717
571325,5,4,1757,1814
988598,38,8,5619,8970
988598,15,6,3399,4327
988598,16,8,4188,5326
988598,22,4,4602,6398
988598,12,0,3400,4291
988598,31,4,4832,7388
988598,16,6,4279,5877
988598,28,1,4822,7143
988598,16,0,4189,5664
988598,22,9,4584,6436
611554,2,3,1889,2593
571325,4,0,1768,1828
988598,16,3,4764,6625
988598,2,3,2535,2720
988598,34,0,5386,8538
988598,13,7,3820,5314
988598,15,8,3711,4710
988598,25,5,4413,6350
988598,2,2,2384,2820
988598,25,6,4790,6693
988598,42,4,5851,9326
988598,16,7,3722,4775
571325,2,2,1560,1582
988598,38,4,5391,8049
988598,16,9,4010,5087
988598,38,9,5287,8299
988598,20,9,4390,6495
988598,31,1,4831,6926
988598,25,4,4676,6892
988598,15,4,4656,6504
988598,18,1,4789,6719
988598,25,1,4667,6505
988598,3,1,2518,3030
571325,4,9,1562,1610
988598,12,9,3340,4174
988598,18,6,4228,5417
988598,18,8,4481,6155
988598,34,9,5041,7397
988598,4,2,2946,3440
988598,31,8,5221,8381
988598,28,6,5129,7818
988598,28,7,4600,6802
988598,38,3,5388,8334
988598,22,0,4559,6266
571325,3,3,1758,1794
988598,20,7,4170,5341
988598,22,1,4580,6599
988598,25,9,4803,7313
988598,28,2,4470,6421
988598,18,3,3599,4684
988598,2,8,2746,3147
988598,20,8,4175,5925
988598,20,5,4121,5285
988598,18,9,4084,5140
988598,5,0,2760,3023
571325,3,7,1697,1719
988598,28,9,4972,7408
988598,22,8,4333,6231
988598,34,6,5035,7607
988598,25,7,4729,6593
988598,20,2,4551,6251
988598,47,5,6062,9845
988598,3,9,2801,3122
988598,52,6,6197,10137
988598,28,3,4850,6910
988598,20,4,4631,6310
619501,5,0,1468,3151
988598,5,1,2981,3497
988598,2,1,2339,2407
988598,25,8,4941,7099
988598,22,2,4688,6490
988598,52,2,6171,10042
988598,7,9,3319,4200
988598,20,6,4568,6322
988598,7,7,3252,3845
988598,28,0,4452,6406
988598,25,3,4411,6266
571325,5,1,1757,1818
988598,25,0,4224,5673
988598,6,3,2909,3425
988598,28,8,4940,7400
988598,34,5,5561,8850
988598,38,7,5466,8063
988598,28,4,4798,6828
988598,34,7,5323,8155
988598,34,8,5275,7691
988598,47,7,6090,9824
988598,4,7,2946,3337
571325,4,8,1743,1790
988598,58,5,6227,10258
988598,34,2,5231,8233
988598,31,6,5182,7682
988598,34,1,4897,7541
988598,31,0,4948,7152
988598,38,2,5373,8384
988598,47,1,5732,8851
240891,21,7,1900,5290
988598,52,8,5826,9132
988598,2,6,2656,3129
611554,8,5,2682,4892
988598,38,0,4836,6964
988598,4,8,2832,3166
988598,4,4,3291,4052
988598,58,6,6227,10258
988598,9,7,3718,4821
988598,31,7,4358,6019
988598,8,7,3382,4049
988598,4,9,3051,3831
988598,2,7,2390,2429
988598,34,3,5478,8363
619501,4,3,1463,3140
988598,31,5,5185,8126
988598,47,8,5940,9613
988598,4,0,2881,3611
988598,8,6,3465,4097
988598,2,5,2662,2848
988598,58,2,6227,10258
988598,3,6,2458,2587
988598,31,3,5369,8475
988598,52,3,6128,9937
988598,52,0,6137,10059
571325,2,5,1498,1509
571325,2,7,1528,1535
988598,52,7,5946,9753
988598,58,1,6227,10258
988598,4,3,3369,4078
988598,52,4,6152,9975
988598,47,0,5801,9329
988598,58,7,6227,10258
988598,47,3,5965,9576
988598,3,7,3059,3617
988598,4,1,2643,2848
988598,58,0,6227,10258
619501,4,1,1332,2218
988598,58,3,6227,10258
988598,4,5,2685,3023
988598,8,0,3900,5352
988598,47,6,5916,9597
988598,7,8,3265,3890
988598,4,6,3194,3866
988598,58,8,6227,10258
988598,52,5,5997,9505
988598,7,5,3048,3674
988598,9,0,3184,3961
571325,6,3,1761,1834
988598,9,2,3555,4345
988598,47,9,6021,9708
988598,42,9,5712,9008
988598,42,3,5573,8402
988598,8,4,3243,3925
988598,42,7,5886,9622
988598,5,6,3114,3694
988598,9,5,3530,4226
988598,6,1,3588,4548
988598,5,5,3265,3976
619501,4,2,1466,3145
988598,8,8,3592,4525
988598,42,5,5551,8671
988598,47,4,5797,9184
988598,52,1,6023,9859
988598,42,1,5845,9279
988598,8,1,3162,3844
988598,42,2,5414,8481
988598,3,2,2593,2789
988598,8,2,3620,4629
988598,42,8,5911,9427
571325,4,3,1730,1766
988598,7,4,3495,4203
988598,3,4,2895,3144
988598,58,4,6227,10258
988598,3,8,2718,2996
988598,42,0,5617,8602
988598,52,9,6149,10099
988598,6,6,2945,3468
988598,5,9,2779,3105
988598,7,3,3535,4484
988598,42,6,5399,8341
611554,4,6,2135,2882
988598,9,6,3403,4089
988598,6,5,3438,4086
988598,5,2,3546,4437
988598,8,3,3533,4281
988598,9,3,3281,4025
988598,5,4,2800,3263
988598,3,5,2985,3642
988598,6,2,3504,4456
988598,3,0,2675,2835
988598,7,0,3614,4603
619501,5,3,1468,3151
988598,5,7,2884,3328
988598,9,1,3632,4716
988598,3,3,2856,3291
988598,9,8,3994,5277
988598,6,4,3437,4328
988598,7,1,3548,4545
988598,7,6,3445,4468
988598,9,4,3516,4699
988598,5,3,3324,4182
988598,9,9,3475,4256
571325,5,5,1762,1831
988598,6,8,3180,3740
988598,8,9,3872,5027
988598,47,2,5985,9790
988598,5,8,3194,4104
988598,58,9,6227,10258
988598,38,1,5636,8972
988598,7,2,3094,3678
988598,6,7,3259,4200
988598,6,9,3221,3764
988598,6,0,3047,3667
611554,3,5,1985,2695
988598,8,5,3508,4638
619501,2,1,1304,2102
619501,4,4,1332,2218
611554,8,6,2682,4892
783244,11,0,1999,5525
619501,4,8,1332,2218
611554,2,8,1897,1925
611554,3,7,1899,1951
571325,2,3,1482,1500
619501,4,5,1463,3140
619501,3,3,1464,3131
611554,7,0,2521,4035
783244,10,6,1937,5496
571325,6,8,1761,1834
611554,2,4,1854,1880
571325,6,0,1761,1834
611554,2,0,2101,3197
611554,7,8,2618,4817
783244,14,9,2186,7329
611554,8,0,2682,4892
619501,3,5,1142,1149
611554,4,8,2375,3516
619501,5,1,1468,3151
571325,5,8,1757,1818
571325,5,0,1744,1795
571325,4,6,1730,1766
