bronchoalveolar fluid|respiratory
breast abscess|skin
occiput|skin
leg skin|skin
cystic fibrosis|unknown
kidney stone|urine
blood nos|blood
vaginal swab sample|female reproductive tract
sub-gingival plaque oral cavity|oral
patient stool|gastrointestinal
corneal scaping|other
inflamed biopsy tissue from sigmoid colon|gastrointestinal
activated sludge plant|other
nasal fester cultures|respiratory
cow's milk|non-human
feces from healthy female|gastrointestinal
likely sputum|respiratory
patient with hemolytic uremic syndrome (hus)|blood
patient with bloody diarrhea (bd)|gastrointestinal
stool sample from a 64-year-old woman from hamburg who presented with bloody diarrhea and did not develop hemolytic uremic syndrome (hus)|gastrointestinal
umbilical cord blood|blood
ileum|gastrointestinal
right conjunctiva of a child with trachoma|other
expectorate|respiratory
human ethiopian adoptees|unknown
gastric|gastrointestinal
leg abscess|skin
patient with paratyphoid fever|Unknown
colon epithelium|gastrointestinal
i.v. cannula|blood
proficiency panel isolate|unknown
armpit|skin
blood-culture|blood
faecal sample|gastrointestinal
donor's stool|gastrointestinal
male urethra during a study of non-gonococcal urethritis|female reproductive tract
stool sample from 51 year old female with stage 2 colorectal cancer|gastrointestinal
skin, finger|skin
shunt fluid|other
cystic fibrosis lung sputum|respiratory
hospital environment|unknown
toe|skin
fluid l knee|skin
cystic fibrosis patient throat|respiratory
soft tissue inflammation site|skin
other (abscess)|other
abscess axilla|skin
urine cathetered|urine
ankle|skin
wound, finger|skin
other (throat swab)|respiratory
diarrheal patient stool|gastrointestinal
sputum, children 3 to 6 years|respiratory
blood from a brazilian purpuric fever case|blood
infant 1 dol 23 skin|skin
human feces sample|gastrointestinal
no data|unknown
central veneous catheter|blood
wound r leg|skin
healthy biopsy tissue from a patient with crohn's disease|gastrointestinal
bone left fourth toe|other
ear pus|other
other (catheter tip)|unknown
wound/ left index finger|skin
bone head|other
aspirate left nose|respiratory
abscess l foot|skin
human-associated habitat|unknown
skin; prosthetic joint infection|skin
pleural fuid|respiratory
infant botulism|gastrointestinal
subgingival plaque, gingivitis|oral
blood central line|blood
sputum from south carolina dept. of health and environmental control|respiratory
necrotic tissue|skin
mouse fibroblast, l929|other
skin from right arm of human male|skin
bone tibia|other
wound knee|skin
tisssue tibia|skin
aspirate flank|blood
sputum collection|respiratory
wound exudate|skin
drain|skin
male patient with chronic granulomatous disease|unknown
unspecified human|unknown
wound gastric|gastrointestinal
sputum of patient with mdr-tb|respiratory
lung sputum|respiratory
tissue l ear|other
wound l knee|skin
human (bronchial fluid)|respiratory
aspirate gallbladder|gastrointestinal
tissue r knee|skin
duodenal mucosa|gastrointestinal
postoperative maxillary cyst|oral
secrete|oral
abscess l cheek|skin
gingival sulcus|oral
bronch wash cf|respiratory
cystic fibrosis paediatric patient|respiratory
stool sample from healthy individual|gastrointestinal
feces from an infant|gastrointestinal
river water|other
urethral|urine
tracheal mucosa|respiratory
fecal samples of patients suffering diarrhea|gastrointestinal
wound r buttocks|skin
c gen|unknown
urines|urine
cornea from keratitis patient|other
palma de mallorca|unknown
wound neck|skin
wound right thigh|skin
abscess left buttock|skin
screening swab|skin
wound r hand|skin
blood from newborn|blood
drain fluid|other
mobile phone surface|other
blood cultures|blood
infant intestine|gastrointestinal
blood sample from patient with septicaemia|blood
misc|unknown
stool from botulism patient|gastrointestinal
male behind the ears|skin
female ear|other
tissue left hip|skin
tisssue|unknown
sub-gingival plaque|oral
blood culture from newborn|blood
tissues great toe|skin
other (secretion)|other
biopsy, gastric antrum|gastrointestinal
baby feces|gastrointestinal
central catheter|blood
ocular l eye|other
joint fluid r hip|other
wound sacral|skin
drainage jackson pratt|other
resistant clone of ec-1|unknown
pleural fluid r|respiratory
wound mouth|oral
skin and soft tissue infection|skin
pharyngeal swabs|respiratory
wound infection|skin
hip secretion|skin
wound humeral stem explant|skin
oral cavity, infant (13 months of age)|oral
whole blood|blood
oral cavity, infant (2 months of age)|oral
sputum from a cystic fibrosis patient|respiratory
sternal wound|skin
airways|respiratory
sperm|female reproductive tract
4-6 years old child with healthy oral|oral
liver fluid|other
biological fluid or tissue|unknown
gastric biopsy specimen|gastrointestinal
pyogenic fluids of percutaneous drainage|skin
human rectal sample|gastrointestinal
tooth|oral
prostate|other
wound sinus|skin
feces from hp_010|gastrointestinal
blood from patient with pneumonia|blood
tisssue r|other
urine sample from patient with septicemia|urine
pneumonia patient|respiratory
fetal intestine|gastrointestinal
patient in 2006 peanut associated outbreak|unknown
ha-mrsa blood clinical site|blood
bone sample|other
tissue humerus|skin
swab or tube drainage buttock|skin
abscess right leg|skin
abscess labia|female reproductive tract
buccal mucosa of child|oral
airways, nasal|respiratory
wound head|skin
inguinal swab|skin
eye swab|other
perineal swab|female reproductive tract
nasal sample|respiratory
sebeceous gland on nose of healthy male|skin
pus swab|skin
intestinal epithelium|gastrointestinal
adult patient with underlying chronic lung disease|respiratory
tisssue right buttocks|skin
aspirate chest|respiratory
gastric antrum of amerindian resident|gastrointestinal
groin swab|skin
peritoneal dialysis liquid|other
wound from right breast|skin
genital vulva|female reproductive tract
wound l foot|skin
indonesia|unknown
purulent absess from military trainee|skin
nose from military trainee|respiratory
malaysia|unknown
guangdong, china|unknown
yunnan, china|unknown
abscess swab|skin
tonsils|respiratory
pleural wound|respiratory
lesion|skin
biological|unknown
foci|unknown
fester|skin
intra-abdominal abscess|other
marine cold seep in kagosima bay|non-human
knee|skin
rectal tumor|gastrointestinal
gastrointestinal tract, foregut|gastrointestinal
blood of a 35 year-old male|blood
skin lesions of acne|skin
adult intestine|gastrointestinal
dental plaque biofilm of the third molar tooth of an individual diagnosed with pericoronitis|oral
knee wound|skin
cerebral abscess|other
oral cavity, gingival crevices|oral
left great toe|skin
purulent wounds|skin
cervical lymph node|other
subgingival plaque biofilm of oral cavity|oral
patients with gastritis or gastric ulcer examined with a gastroscope at people's hospital, bama county|gastrointestinal
clinical isolates from a korean pulmonary patient, male, 64 age, asan medical center|respiratory
peritoneal|other
abscess groin|skin
stool from individual aa|gastrointestinal
stool from individual bve|gastrointestinal
fecal swabs from commercial chicken farm|non-human
wound l leg|skin
fecal screen|gastrointestinal
tissue right shoulder humeral membrane|skin
stool from individual bu|gastrointestinal
human clinical case|unknown
gastric lavage|gastrointestinal
surveillance|unknown
mucosal surface ascending colon|gastrointestinal
empyema|other
chronic granulomatous disease patient at the nih clinical center in bethesda, md, usa|unknown
lower right subgingival plaque|oral
ascites sample|other
cerebrospinal fluid from a fatal case of infantile meningitis|other
oral, gingival crevices|oral
wound abscess|skin
traumatic discharge|skin
abdominal cerebrospinal fluid pseudocyst|other
blood sample from a 65 year old man who was hospitalized in icu|blood
wound misc|skin
abscess r breast|skin
abscess misc|unknown
blood sample from a 46 year old woman who was hospitalized in icu|blood
asymptomatic patient|unknown
blood sample from a 64 year old man who was hospitalized in icu|blood
tissue right shoulder collar membrane|skin
humeral membrane|skin
exudate|skin
blood sample from a 79 year old man who was hospitalized in icu|blood
blood sample from a 66 year old woman who was hospitalized in icu|blood
bone r great toe|other
inflamed biopsy tissue from a patient with crohn's disease|gastrointestinal
genital (female)|female reproductive tract
abscess peri-rectal|gastrointestinal
clinical patient|unknown
large intestine|gastrointestinal
blood post mortem|blood
urine from healthy adult with cystitis|urine
wound perineum|skin
pork|non-human
bone sacral|other
food|other
oral cavity, subgingival dental plaque|oral
premature birth ear|other
blood sample from patient with septicemia|blood
pleural tissue|respiratory
vagina swab from a perinatal mother|female reproductive tract
hospitalized patient|unknown
wound r foot|skin
wound right ear|other
intestinal tract|gastrointestinal
stool sample from guillain-barre syndrome patient|gastrointestinal
dental plaque biofilm of the third molar|oral
recal swab stool|gastrointestinal
feces of patient with diarrhea|gastrointestinal
outbreak|unknown
abscess perianal|skin
feces from asymptomatic infant|gastrointestinal
patient from the cardio-thoracic icu ward in national university hospital|other
airways, upper respiratory tract|respiratory
blood from hepatitis patient|blood
sputum(induced)|respiratory
liver abcess|other
gastrointestinal tract, gut|gastrointestinal
mucosal surface transverse colon|gastrointestinal
cape town, south africa|unknown
intestine of adult|gastrointestinal
periodontally healthy subject|oral
peritoneal cavity|other
deer mouse or kangaroo rat|non-human
healthy biopsy tissue, rectum|gastrointestinal
stool sample (feces)|gastrointestinal
knee fluid|other
resp cx|respiratory
skin biopsy|skin
subgingival plaque of patients with aggressive periodontitis|oral
sputum of a patient with lung infections|respiratory
pericardial fluid|other
soft tissue (leg)|skin
wound from outpatient|skin
anal smear|skin
disease|unknown
axillary lymph node|other
nasopharynx from an adult patient|respiratory
sternum|skin
cerebrospinal-fluid|other
vaginal secretion from patient in seattle, wa|female reproductive tract
tracheal exudate|respiratory
retropharyngeal swab|respiratory
sputum isolated from a patient with a primary melioidosis infection|respiratory
blood from 86 year old patient|blood
superficial wound|skin
right eye swab|other
forehead abscess|skin
cannula|unknown
feeces|gastrointestinal
right elbow swab|skin
not_blood|unknown
feces (routine screen)|gastrointestinal
stoma|skin
wound abcess|skin
human heart|other
subgingival plate|oral
pulmonary abscess|respiratory
bone culture|other
blood culture from a patient in cape town, south africa|blood
phlegmon pus|respiratory
gangrenous lesion|skin
human tissue biopsy|other
urine; urinary tract infection|urine
tissue grind|other
peri-anal swab culture|skin
feces of a 19-year-old female|gastrointestinal
cerobrospinal fluid|other
healthy child|unknown
institute for medical research, kuala lumpur|unknown
blood aspirate|blood
dental biofilm|oral
thigh lesion|skin
invasive disease case|unknown
normal skin|skin
transverse colon|gastrointestinal
rabbit|non-human
vomit|gastrointestinal
drainage liquid|other
elbow swab|skin
abdominal fluid swab|other
inflamed biopsy tissue from cecum|gastrointestinal
blood sample from a 64 year old woman who was hospitalized in icu|blood
blood sample from a 49 year old man who was hospitalized in icu|blood
healthy human skin surface|skin
urogenital tract of women with infectious-inflammatory diseases of the reproductive organs|female reproductive tract
pyogenic fluids|other
stool from individual p|gastrointestinal
intraabdominal tissue|other
faces|gastrointestinal
first stool of the newborn|gastrointestinal
blister|skin
g tube|gastrointestinal
scapula|skin
g-tube swab|Gastrointestinal
lungs (tracheal aspirate)|respiratory
2014 outbreak in the area of vila franca de xira|unknown
diabetic foot ulcer sample 4|skin
drainage from gt site|skin
left mastoid|other
female urogenital tract|female reproductive tract
anal margin|skin
periapical abscess|oral
organ|other
blood sample from a 44 year old man who was hospitalized in icu|blood
human breast milk|other
abscess, pelvic drain|female reproductive tract
op swab|oral
adult stool sample|gastrointestinal
intact, abraded skin from upper arm|skin
patient with severe diarrhea|gastrointestinal
dialysate|other
blood sample from a 67 year old man who was hospitalized in icu|blood
blood sample from a 61 year old woman who was hospitalized in icu|blood
blood sample from a 75 year old man who was hospitalized in icu|blood
blood sample from a 54 year old woman who was hospitalized in icu|blood
blood sample from a 78 year old man who was hospitalized in icu|blood
blood sample from a 62 year old man who was hospitalized in icu|blood
human with diarrhea assosiated with seafood cunsumption, pacific ocean coast northern chile|gastrointestinal
bronchoalveolar|respiratory
blood sample from a 71 year old man who was hospitalized in icu|blood
feces from a healthy human|gastrointestinal
blood sample from a 55 year old woman who was hospitalized in icu|blood
blood sample from a 63 year old man who was hospitalized in icu|blood
blood sample from a 74 year old man who was hospitalized in icu|blood
sewage|other
human milk from spanish woman|other
blood sample from a 43 year old man who was hospitalized in icu|blood
blood sample from a 60 year old man who was hospitalized in icu|blood
surgical procedure specimen|other
infant 2 dol 28 oral|oral
knee-joint exudate|other
blood sample from a newborn|blood
healthy human stool|gastrointestinal
diarrheic human stool|gastrointestinal
umbilical cord secretions|other
arteriovenous catheter|blood
intra-uterine contraceptive devices (iucd)|female reproductive tract
sputa|respiratory
muscle|other
soft lesion|skin
human case of meningitis|respiratory
nasopharyngial swab|respiratory
cultured food|other
ileostomy effluent evening sample obtained from a 79 year-old male ileostomist plated on veillonella selective agar|gastrointestinal
trachel|respiratory
a patient with scarlatina|unknown
mucoid sputum|respiratory
drainage fluid|other
knee aspirate|other
cough plate|respiratory
host-1|unknown
meningitis, pneumonia|respiratory
belgium congo|unknown
ulcer swab|skin
healthy human feces|gastrointestinal
university hospital of abidjan-yopougon|unknown
cholera patient|unknown
wound - sacrum|skin
colon biopsy (sigmoid colon)|gastrointestinal
blood culture from a patient in france|blood 	
mobile phone|other
blood culture from newborn with neonatal bacterimia|blood
liver metastasis|other
africa|unknown
anterior nose|respiratory
colorectal primary tumor|gastrointestinal
infant male|unknown
back|skin
cvp blood|blood
clean catch urine|urine
urine sample from patient with pyelonephritis|urine
oral cavity, infant (10 months of age)|oral
eb|unknown
oral cavity, infant (15 months of age)|oral
urinary|urine
patient with gastroenterits|gastrointestinal
stool sample from diarrheal patients|gastrointestinal
central line tip|blood
processed fecal extract provided by a qualified healthy korean fecal microbiota transplantation donor|gastrointestinal
dental caries|oral
sput|respiratory
vesical catheter|urine
adenoid|respiratory
jg tube|unknown
human stomach biopsy|gastrointestinal
pericoronitis|oral
cheekbone|skin
sp|unknown
lung tissue grind|respiratory
arterial catheter|blood
arterial blood|blood
human (urine)|urine
human-outbreak|unknown
human cornea|other
eye infection|other
skin-nares|skin
supra-gingival plaque oral cavity|oral
human oral cavity uc19|oral
lab strain|unknown
non human|non-human
gallbladder|other
platelet concentrate|blood
hands|skin
dental root canal|oral
skin-perianal|skin
healthy human gut|gastrointestinal
patient1 sputum|respiratory
left hand|skin
5-month-old boy with "pharyngeal diphtheria"|respiratory
gastric mucosa sample from patient with gastric cancer|gastrointestinal
left-sided endocarditis|blood
bronchial exudate|respiratory
nose lavage|respiratory
sputum of patient with mycobacteriosis|respiratory
wound on the leg|skin
tongue oral cavity|oral
infant stool sample|gastrointestinal
external auditory canal|other
pus from wound|skin
sputum bronchus|respiratory
feces of a healthy 100-year-old japanese female|gastrointestinal
fecal sample pr121 from 1 month old male malay infant, vaginally delivered, breastfeeding and formula feeding at 1 month of age, healthy|gastrointestinal
nasal perirectal swab|respiratory
pleural space|respiratory
saudi arabia: malaz area, riyadh|unknown
83-year-old man|unknown
meconium|gastrointestinal
patient2 sputum|respiratory
heart valve|other
rectal smear|gastrointestinal
cutaneus swab|skin
respiratory cx|respiratory
rectal smear surveillance|gastrointestinal
leg ulceration|skin
pharyngeal exudate|respiratory
ur cath|urine
liquid hand soap produced in greece|other 

gut of person from indian subcontinent|gastrointestinal
blood sample from septicemic neonates|blood
hospital patients|unknown
abdominal collection|gastrointestinal
bronchoalveolar lavage from right lung|respiratory
finnish om study group|unknown
incision secretion|skin
left index finger|skin
mid-stream urine|urine
patient6 sputum|respiratory
healthy adult fecal sample|gastrointestinal
dental abscess|oral
subgingival sulcus|oral
lumbar drain tip|other
drainage samples from liver abscess|other
single cell amplified by mda; dental plaque|oral
burn patient|skin
central venous line|blood
gastric cancer patient|gastrointestinal
adult human intestine|gastrointestinal
human foot|skin
american patient with a duodenal ulcer|gastrointestinal
mycetomatous lesion of the thigh, leg, and foot|skin
groin wnd|skin
absc|unknown
asidic|unknown
wound - deep sinus|skin
duodenal ulcer from patient in tennessee|gastrointestinal
tracheal fluid|respiratory
carious dentine|oral
blood culture from a patient in a burn unit|blood
abdominal drainage fluid|gastrointestinal
stomach of patient with gastric cancer|gastrointestinal
amerindian gastritis patient|gastrointestinal
human_no contact with swine|unknown
shoulder wound|skin
healthy human (stool)|gastrointestinal
wound right humeral explant|skin
ecs|unknown
wound right glenoid explant|skin
colonoscopy|gastrointestinal
mid-stage urine|urine
refractory endodontic lesions|oral
ready to eat mixed salad leaves (obtained from discount store)|other
