centroid_75,classification
ERR10897591.mbin.10_00372,Mixed
ERR10897591.mbin.10_00373,Mixed
ERR10897591.mbin.10_00374,Mixed
ERR10897591.mbin.10_00375,Mixed
ERR10897591.mbin.10_00380,Mixed
ERR10897591.mbin.10_00385,Mixed
ERR10897591.mbin.10_00392,Mixed
ERR10897591.mbin.10_00406,Mixed
ERR10897591.mbin.10_00410,Mixed
ERR10897591.mbin.10_00411,Mixed
ERR10897591.mbin.10_00412,Mixed
ERR10897591.mbin.10_00413,Mixed
ERR10897591.mbin.10_00414,Mixed
ERR10897591.mbin.10_00416,Mixed
ERR10897591.mbin.10_00418,Mixed
ERR10897591.mbin.10_00422,Mixed
ERR10897591.mbin.10_00424,Mixed
ERR10897591.mbin.10_00429,Mixed
ERR10897591.mbin.10_00431,Mixed
ERR10897591.mbin.10_00432,Mixed
ERR10897591.mbin.10_00433,Mixed
ERR10897591.mbin.10_00434,Mixed
ERR10897591.mbin.10_00436,Mixed
ERR10897591.mbin.10_00439,Mixed
ERR10897591.mbin.10_00440,Mixed
ERR10897591.mbin.10_00447,Mixed
ERR10897591.mbin.10_00448,Mixed
ERR10897591.mbin.10_00453,Mixed
ERR10897591.mbin.10_00454,Mixed
ERR10897591.mbin.10_00455,Mixed
ERR10897591.mbin.10_00457,Mixed
ERR10897591.mbin.10_00458,Mixed
ERR10897591.mbin.10_00459,Mixed
ERR10897591.mbin.10_00461,Mixed
ERR10897591.mbin.10_00462,Mixed
ERR10897591.mbin.10_00467,Mixed
ERR10897591.mbin.10_00469,Mixed
ERR10897591.mbin.10_00471,Mixed
ERR10897591.mbin.10_00474,Mixed
ERR10897591.mbin.10_00476,Mixed
ERR10897591.mbin.10_00479,Mixed
ERR10897591.mbin.10_00480,Mixed
ERR10897591.mbin.10_00481,Mixed
ERR10897591.mbin.10_00482,Mixed
ERR10897591.mbin.10_00484,Mixed
ERR10897591.mbin.10_00486,Mixed
ERR10897591.mbin.10_00487,Mixed
ERR10897591.mbin.10_00489,Mixed
ERR10897591.mbin.10_00492,Mixed
ERR10897591.mbin.10_00497,Mixed
ERR10897591.mbin.10_00498,Mixed
ERR10897591.mbin.10_00500,Mixed
ERR10897591.mbin.10_00507,Mixed
ERR10897591.mbin.10_00509,Mixed
ERR10897591.mbin.10_00510,Mixed
ERR10897591.mbin.10_00517,Mixed
ERR10897591.mbin.10_00522,Mixed
ERR10897591.mbin.10_00526,Mixed
ERR10897591.mbin.10_00527,Mixed
ERR10897591.mbin.10_00528,Mixed
ERR10897591.mbin.10_00530,Mixed
ERR10897591.mbin.10_00539,Mixed
ERR10897591.mbin.10_00541,Mixed
ERR10897591.mbin.10_00545,Mixed
ERR10897591.mbin.10_00548,Mixed
ERR10897591.mbin.10_00550,Mixed
ERR10897591.mbin.10_00557,Mixed
ERR10897591.mbin.10_00565,Mixed
ERR10897591.mbin.10_00570,Mixed
ERR10897591.mbin.10_00571,Mixed
ERR10897591.mbin.10_00572,Mixed
ERR10897591.mbin.10_00573,Mixed
ERR10897591.mbin.10_00574,Mixed
ERR10897591.mbin.10_00578,Mixed
ERR10897591.mbin.10_00587,Mixed
ERR10897591.mbin.10_00593,Mixed
ERR10897591.mbin.10_00595,Mixed
ERR10897591.mbin.10_00599,Mixed
ERR10897591.mbin.10_00600,Mixed
ERR10897591.mbin.10_00611,Mixed
ERR10897591.mbin.10_00612,Mixed
ERR10897591.mbin.10_00618,Mixed
ERR10897591.mbin.10_00620,Mixed
ERR10897591.mbin.10_00624,Mixed
ERR10897591.mbin.10_00626,Mixed
ERR10897591.mbin.10_00628,Mixed
ERR10897591.mbin.10_00629,Mixed
ERR10897591.mbin.10_00633,Mixed
ERR10897591.mbin.10_00636,Mixed
ERR10897591.mbin.10_00638,Mixed
ERR10897591.mbin.10_00640,Mixed
ERR10897591.mbin.10_00645,Mixed
ERR10897591.mbin.10_00648,Mixed
ERR10897591.mbin.10_00649,Mixed
ERR10897591.mbin.10_00650,Mixed
ERR10897591.mbin.10_00653,Mixed
ERR10897591.mbin.10_00655,Mixed
ERR10897591.mbin.10_00657,Mixed
ERR10897591.mbin.10_00658,Mixed
ERR10897591.mbin.10_00660,Mixed
ERR10897591.mbin.10_00662,Mixed
ERR10897591.mbin.10_00663,Mixed
ERR10897591.mbin.10_00666,Mixed
ERR10897591.mbin.10_00667,Mixed
ERR10897591.mbin.10_00674,Mixed
ERR10897591.mbin.10_00675,Mixed
ERR10897591.mbin.10_00678,Mixed
ERR10897591.mbin.10_00680,Mixed
ERR10897591.mbin.10_00681,Mixed
ERR10897591.mbin.10_00686,Mixed
ERR10897591.mbin.10_00691,Mixed
ERR10897591.mbin.10_00692,Mixed
ERR10897591.mbin.10_00693,Mixed
ERR10897591.mbin.10_00695,Mixed
ERR10897591.mbin.10_00702,Mixed
ERR10897591.mbin.10_00705,Mixed
ERR10897591.mbin.10_00706,Mixed
ERR10897591.mbin.10_00710,Mixed
ERR10897591.mbin.10_00711,Mixed
ERR10897591.mbin.10_00712,Mixed
ERR10897591.mbin.10_00716,Mixed
ERR10897591.mbin.10_00720,Mixed
ERR10897591.mbin.10_00721,Mixed
ERR10897591.mbin.10_00722,Mixed
ERR10897591.mbin.10_00727,Mixed
ERR10897591.mbin.10_00728,Mixed
ERR10897591.mbin.10_00731,Mixed
ERR10897591.mbin.10_00732,Mixed
ERR10897591.mbin.10_00739,Mixed
ERR10897591.mbin.10_00740,Mixed
ERR10897591.mbin.10_00741,Mixed
ERR10897591.mbin.10_00747,Mixed
ERR10897591.mbin.10_00750,Mixed
ERR10897591.mbin.10_00752,Mixed
ERR10897591.mbin.10_00753,Mixed
ERR10897591.mbin.10_00758,Mixed
ERR10897591.mbin.10_00760,Mixed
ERR10897591.mbin.10_00766,Mixed
ERR10897591.mbin.10_00767,Mixed
ERR10897591.mbin.10_00772,Mixed
ERR10897591.mbin.10_00773,Mixed
ERR10897591.mbin.10_00776,Mixed
ERR10897591.mbin.10_00779,Mixed
ERR10897591.mbin.10_00782,Mixed
ERR10897591.mbin.10_00784,Mixed
ERR10897591.mbin.10_00787,Mixed
ERR10897591.mbin.10_00797,Mixed
ERR10897591.mbin.10_00804,Mixed
ERR10897591.mbin.10_00805,Mixed
ERR10897591.mbin.10_00808,Mixed
ERR10897591.mbin.10_00816,Mixed
ERR10897591.mbin.10_00819,Mixed
ERR10897591.mbin.10_00822,Mixed
ERR10897591.mbin.10_00823,Mixed
ERR10897591.mbin.10_00825,Mixed
ERR10897591.mbin.10_00827,Mixed
ERR10897591.mbin.10_00831,Mixed
ERR10897591.mbin.10_00832,Mixed
ERR10897591.mbin.10_00833,Mixed
ERR10897591.mbin.10_00836,Mixed
ERR10897591.mbin.10_00837,Mixed
ERR10897591.mbin.10_00838,Mixed
ERR10897591.mbin.10_00839,Mixed
ERR10897591.mbin.10_00840,Mixed
ERR10897591.mbin.10_00842,Mixed
ERR10897591.mbin.10_00843,Mixed
ERR10897591.mbin.10_00845,Mixed
ERR10897591.mbin.10_00847,Mixed
ERR10897591.mbin.10_00856,Mixed
ERR10897591.mbin.10_00857,Mixed
ERR10897591.mbin.10_00859,Mixed
ERR10897591.mbin.10_00860,Mixed
ERR10897591.mbin.10_00863,Mixed
ERR10897591.mbin.10_00867,Mixed
ERR10897591.mbin.10_00871,Mixed
ERR10897591.mbin.10_00872,Mixed
ERR10897591.mbin.10_00873,Mixed
ERR10897591.mbin.10_00874,Mixed
ERR10897591.mbin.10_00875,Mixed
ERR10897591.mbin.10_00880,Mixed
ERR10897591.mbin.10_00887,Mixed
ERR10897591.mbin.10_00888,Mixed
ERR10897591.mbin.10_00894,VMGC
ERR10897591.mbin.10_00904,Mixed
ERR10897591.mbin.10_00905,Mixed
ERR10897591.mbin.10_00927,Mixed
ERR10897591.mbin.10_00928,Mixed
ERR10897591.mbin.10_00931,Mixed
ERR10897591.mbin.10_00933,Mixed
ERR10897591.mbin.10_00935,Mixed
ERR10897591.mbin.10_00937,Mixed
ERR10897591.mbin.10_00938,Mixed
ERR10897591.mbin.10_00940,Mixed
ERR10897591.mbin.10_00946,Mixed
ERR10897591.mbin.10_00950,Mixed
ERR10897591.mbin.10_00952,Mixed
ERR10897591.mbin.10_00953,Mixed
ERR10897591.mbin.10_00955,Mixed
ERR10897591.mbin.10_00966,Mixed
ERR10897591.mbin.10_00976,Mixed
ERR10897591.mbin.10_00982,Mixed
ERR10897591.mbin.10_00986,Mixed
ERR10897591.mbin.10_00988,Mixed
ERR10897591.mbin.10_00989,Mixed
ERR10897591.mbin.10_00990,Mixed
ERR10897591.mbin.10_00991,Mixed
ERR10897591.mbin.10_00992,Mixed
ERR10897591.mbin.10_00993,Mixed
ERR10897591.mbin.10_00999,Mixed
ERR10897591.mbin.10_01001,Mixed
ERR10897591.mbin.10_01005,Mixed
ERR10897591.mbin.10_01007,Mixed
ERR10897591.mbin.10_01010,Mixed
ERR10897591.mbin.10_01025,Mixed
ERR10897591.mbin.10_01030,Mixed
ERR10897591.mbin.10_01039,Mixed
ERR10897591.mbin.10_01041,Mixed
ERR10897591.mbin.10_01042,Mixed
ERR10897591.mbin.10_01045,Mixed
ERR10897591.mbin.10_01046,Mixed
ERR10897591.mbin.10_01058,Mixed
ERR10897591.mbin.10_01062,Mixed
ERR10897591.mbin.10_01063,Mixed
ERR10897591.mbin.10_01065,Mixed
ERR10897591.mbin.10_01066,Mixed
ERR10897591.mbin.10_01067,Mixed
ERR10897591.mbin.10_01072,Mixed
ERR10897591.mbin.10_01077,Mixed
ERR10897591.mbin.10_01080,Mixed
ERR10897591.mbin.10_01082,Mixed
ERR10897591.mbin.10_01086,Mixed
ERR10897591.mbin.10_01087,Mixed
ERR10897591.mbin.10_01093,Mixed
ERR10897591.mbin.10_01094,Mixed
ERR10897591.mbin.10_01096,Mixed
ERR10897591.mbin.10_01097,Mixed
ERR10897591.mbin.10_01106,Mixed
ERR10897591.mbin.10_01107,Mixed
ERR10897591.mbin.10_01108,Mixed
ERR10897591.mbin.10_01109,Mixed
ERR10897591.mbin.10_01113,Mixed
ERR10897591.mbin.10_01114,Mixed
ERR10897591.mbin.10_01115,Mixed
ERR10897591.mbin.10_01116,Mixed
ERR10897591.mbin.10_01119,Mixed
ERR10897591.mbin.10_01126,Mixed
ERR10897591.mbin.10_01127,Mixed
ERR10897591.mbin.10_01132,Mixed
ERR10897591.mbin.10_01133,Mixed
ERR10897591.mbin.10_01136,Mixed
ERR10897591.mbin.10_01137,Mixed
ERR10897591.mbin.10_01145,Mixed
ERR10897591.mbin.10_01149,Mixed
ERR10897591.mbin.10_01150,Mixed
ERR10897591.mbin.10_01152,Mixed
ERR10897591.mbin.10_01157,Mixed
ERR10897591.mbin.10_01158,Mixed
ERR10897591.mbin.10_01159,Mixed
ERR10897591.mbin.10_01160,Mixed
ERR10897591.mbin.10_01162,Mixed
ERR10897591.mbin.10_01164,Mixed
ERR10897591.mbin.10_01165,Mixed
ERR10897591.mbin.10_01169,Mixed
ERR10897591.mbin.10_01170,Mixed
ERR10897591.mbin.10_01171,Mixed
ERR10897591.mbin.10_01172,Mixed
ERR10897591.mbin.10_01173,Mixed
ERR10897591.mbin.10_01175,Mixed
ERR10897591.mbin.10_01178,Mixed
ERR10897591.mbin.10_01183,Mixed
ERR10897610.mbin.1_00007,Mixed
ERR10897610.mbin.1_00056,Mixed
ERR10897610.mbin.1_00078,Mixed
ERR10897610.mbin.1_00112,Mixed
ERR10897610.mbin.1_00121,Mixed
ERR10897610.mbin.1_00128,Mixed
ERR10897610.mbin.1_00134,VMGC
ERR10897610.mbin.1_00135,VMGC
ERR10897610.mbin.1_00136,VMGC
ERR10897610.mbin.1_00137,VMGC
ERR10897610.mbin.1_00157,Mixed
ERR10897610.mbin.1_00175,Mixed
ERR10897610.mbin.1_00176,Mixed
ERR10897610.mbin.1_00178,Mixed
ERR10897610.mbin.1_00179,Mixed
ERR10897610.mbin.1_00181,Mixed
ERR10897610.mbin.1_00214,Mixed
ERR10897610.mbin.1_00224,Mixed
ERR10897610.mbin.1_00232,Mixed
ERR10897610.mbin.1_00246,Mixed
ERR10897610.mbin.1_00283,Mixed
ERR10897610.mbin.1_00311,Mixed
ERR10897610.mbin.1_00312,VMGC
ERR10897610.mbin.1_00317,Mixed
ERR10897610.mbin.1_00333,Mixed
ERR10897610.mbin.1_00342,Mixed
ERR10897610.mbin.1_00383,Mixed
ERR10897610.mbin.1_00384,Mixed
ERR10897610.mbin.1_00395,Mixed
ERR10897610.mbin.1_00418,Mixed
ERR10897610.mbin.1_00422,Mixed
ERR10897610.mbin.1_00435,Mixed
ERR10897610.mbin.1_00436,Mixed
ERR10897610.mbin.1_00441,Mixed
ERR10897610.mbin.1_00452,Mixed
ERR10897610.mbin.1_00469,Mixed
ERR10897610.mbin.1_00470,Mixed
ERR10897610.mbin.1_00475,Mixed
ERR10897610.mbin.1_00476,Mixed
ERR10897610.mbin.1_00483,Mixed
ERR10897610.mbin.1_00508,Mixed
ERR10897610.mbin.1_00510,Mixed
ERR10897610.mbin.1_00514,Mixed
ERR10897610.mbin.1_00515,Mixed
ERR10897610.mbin.1_00543,Mixed
ERR10897610.mbin.1_00553,Mixed
ERR10897610.mbin.1_00595,Mixed
ERR10897610.mbin.1_00601,Mixed
ERR10897610.mbin.1_00605,Mixed
ERR10897610.mbin.1_00606,Mixed
ERR10897610.mbin.1_00609,Mixed
ERR10897610.mbin.1_00618,Mixed
ERR10897610.mbin.1_00621,Mixed
ERR10897610.mbin.1_00625,Mixed
ERR10897610.mbin.1_00655,Mixed
ERR10897610.mbin.1_00661,Mixed
ERR10897610.mbin.1_00687,Mixed
ERR10897610.mbin.1_00718,Mixed
ERR10897610.mbin.1_00746,Mixed
ERR10897610.mbin.1_00747,Mixed
ERR10897610.mbin.1_00752,Mixed
ERR10897610.mbin.1_00812,Mixed
ERR10897610.mbin.1_00824,Mixed
ERR10897610.mbin.1_00826,Mixed
ERR10897610.mbin.1_00828,Mixed
ERR10897610.mbin.1_00829,Mixed
ERR10897610.mbin.1_00830,Mixed
ERR10897610.mbin.1_00832,Mixed
ERR10897610.mbin.1_00834,Mixed
ERR10897610.mbin.1_00836,Mixed
ERR10897610.mbin.1_00837,Mixed
ERR10897610.mbin.1_00838,Mixed
ERR10897610.mbin.1_00839,Mixed
ERR10897610.mbin.1_00869,Mixed
ERR10897610.mbin.1_00870,Mixed
ERR10897610.mbin.1_00871,Mixed
ERR10897610.mbin.1_00919,Mixed
ERR10897610.mbin.1_00921,Mixed
ERR10897610.mbin.1_00924,Mixed
ERR10897610.mbin.1_00925,Mixed
ERR10897610.mbin.1_00926,Mixed
ERR10897610.mbin.1_00927,Mixed
ERR10897610.mbin.1_00954,Mixed
ERR10897616.mbin.4_00002,Mixed
ERR10897616.mbin.4_00051,Mixed
ERR10897616.mbin.4_00126,Mixed
ERR10897616.mbin.4_00195,Mixed
ERR10897616.mbin.4_00219,Mixed
ERR10897616.mbin.4_00247,Mixed
ERR10897616.mbin.4_00315,Mixed
ERR10897616.mbin.4_00324,Mixed
ERR10897616.mbin.4_00353,Mixed
ERR10897616.mbin.4_00357,Mixed
ERR10897616.mbin.4_00417,Mixed
ERR10897616.mbin.4_00458,Mixed
ERR10897616.mbin.4_00459,Mixed
ERR10897616.mbin.4_00460,Mixed
ERR10897616.mbin.4_00461,Mixed
ERR10897616.mbin.4_00463,Mixed
ERR10897616.mbin.4_00470,Mixed
ERR10897616.mbin.4_00476,Mixed
ERR10897616.mbin.4_00546,Mixed
ERR10897616.mbin.4_00547,Mixed
ERR10897616.mbin.4_00549,Mixed
ERR10897616.mbin.4_00550,Mixed
ERR10897616.mbin.4_00554,Mixed
ERR10897616.mbin.4_00555,Mixed
ERR10897616.mbin.4_00556,Mixed
ERR10897616.mbin.4_00557,Mixed
ERR10897616.mbin.4_00558,Mixed
ERR10897616.mbin.4_00559,Mixed
ERR10897616.mbin.4_00560,Mixed
ERR10897616.mbin.4_00562,Mixed
ERR10897616.mbin.4_00584,Mixed
ERR10897616.mbin.4_00585,Mixed
ERR10897616.mbin.4_00587,Mixed
ERR10897616.mbin.4_00588,Mixed
ERR10897616.mbin.4_00589,Mixed
ERR10897616.mbin.4_00590,Mixed
ERR10897616.mbin.4_00591,Mixed
ERR10897616.mbin.4_00592,Mixed
ERR10897616.mbin.4_00593,Mixed
ERR10897616.mbin.4_00610,Mixed
ERR10897616.mbin.4_00615,Mixed
ERR10897616.mbin.4_00625,Mixed
ERR10897616.mbin.4_00629,Mixed
ERR10897616.mbin.4_00649,Mixed
ERR10897616.mbin.4_00742,Mixed
ERR10897616.mbin.4_00755,Mixed
ERR10897616.mbin.4_00862,Mixed
ERR10897616.mbin.4_00863,Mixed
ERR10897616.mbin.4_00868,Mixed
ERR10897616.mbin.4_00877,Mixed
ERR10897616.mbin.4_00946,Mixed
ERR10897616.sbin.3_00046,Mixed
ERR10897616.sbin.3_00049,Mixed
ERR10897616.sbin.3_00212,Mixed
ERR10897616.sbin.3_00213,Mixed
ERR10897616.sbin.3_00214,Mixed
ERR10897616.sbin.3_00246,Mixed
ERR10897616.sbin.3_00595,Mixed
ERR10897616.sbin.3_00598,Mixed
ERR10897616.sbin.3_00599,Mixed
ERR10897634.mbin.8_00063,Mixed
ERR10897634.mbin.8_00090,Mixed
ERR10897634.mbin.8_00094,Mixed
ERR10897634.mbin.8_00131,Mixed
ERR10897634.mbin.8_00152,Mixed
ERR10897634.mbin.8_00213,VMGC
ERR10897634.mbin.8_00362,Mixed
ERR10897634.mbin.8_00378,VMGC
ERR10897634.mbin.8_00647,Mixed
ERR10897634.mbin.8_00660,Mixed
ERR10897634.mbin.8_00694,Mixed
ERR10897634.mbin.8_00886,Mixed
ERR10897634.mbin.8_00899,Mixed
ERR10897639.mbin.3_00008,Mixed
ERR10897639.mbin.3_00030,Mixed
ERR10897639.mbin.3_00032,Mixed
ERR10897639.mbin.3_00141,Mixed
ERR10897639.mbin.3_00198,Mixed
ERR10897639.mbin.3_00258,Mixed
ERR10897639.mbin.3_00327,Mixed
ERR10897639.mbin.3_00462,Mixed
ERR10897639.mbin.3_00464,Mixed
ERR10897639.mbin.3_00541,Mixed
ERR10897639.mbin.3_00607,Mixed
ERR10897639.mbin.3_00608,Mixed
ERR10897639.mbin.3_00610,Mixed
ERR10897639.mbin.3_00711,Mixed
ERR10897639.mbin.3_00717,Mixed
ERR10897639.mbin.3_00718,VMGC
ERR10897639.mbin.3_00719,VMGC
ERR10897639.mbin.3_00723,Mixed
ERR10897639.mbin.3_00725,Mixed
ERR10897639.mbin.3_00726,Mixed
ERR10897639.mbin.3_00729,Mixed
ERR10897639.mbin.3_00734,Mixed
ERR10897639.mbin.3_00736,Mixed
ERR10897639.mbin.3_00737,Mixed
ERR10897639.mbin.3_00738,Mixed
ERR10897639.mbin.3_00739,Mixed
ERR10897639.mbin.3_00740,Mixed
ERR10897639.mbin.3_00741,Mixed
ERR10897639.mbin.3_00743,Mixed
ERR10897639.mbin.3_00744,Mixed
ERR10897639.mbin.3_00745,Mixed
ERR10897639.mbin.3_00746,Mixed
ERR10897639.mbin.3_00747,Mixed
ERR10897639.mbin.3_00750,Mixed
ERR10897639.mbin.3_00751,Mixed
ERR10897639.mbin.3_00752,Mixed
ERR10897639.mbin.3_00756,Mixed
ERR10897639.mbin.3_00757,Mixed
ERR10897639.mbin.3_00800,Mixed
ERR10897639.mbin.3_00831,Mixed
ERR10897639.mbin.3_00838,Mixed
ERR10897639.mbin.3_00839,Mixed
ERR10897639.mbin.3_00848,Mixed
ERR10897639.mbin.3_00850,Mixed
ERR10897639.mbin.3_00851,Mixed
ERR10897639.mbin.3_00853,Mixed
ERR10897639.mbin.3_00857,VMGC
ERR10897639.mbin.3_00862,Mixed
ERR10897639.mbin.3_00866,VMGC
ERR10897639.mbin.3_00931,Mixed
ERR10897639.mbin.3_00935,Mixed
ERR10897639.mbin.3_00949,Mixed
ERR10897639.mbin.3_01162,Mixed
ERR10897644.mbin.2_00044,Mixed
ERR10897644.mbin.2_00090,Mixed
ERR10897644.mbin.2_00091,Mixed
ERR10897644.mbin.2_00092,Mixed
ERR10897644.mbin.2_00093,Mixed
ERR10897644.mbin.2_00095,Mixed
ERR10897644.mbin.2_00398,VMGC
ERR10897644.mbin.2_00416,VMGC
ERR10897644.mbin.2_00417,VMGC
ERR10897644.mbin.2_00515,Mixed
ERR10897644.mbin.2_00516,Mixed
ERR10897644.mbin.2_00518,Mixed
ERR10897644.mbin.2_00520,Mixed
ERR10897644.mbin.2_00536,Mixed
ERR10897644.mbin.2_00614,Mixed
ERR10897644.mbin.2_00663,Mixed
ERR10897646.mbin.4_00087,Mixed
ERR10897646.mbin.4_00126,VMGC
ERR10897646.mbin.4_00406,Mixed
ERR10897646.mbin.4_00411,Mixed
ERR10897646.mbin.4_00546,Mixed
ERR10897646.mbin.4_00549,Mixed
ERR10897646.mbin.4_00576,Mixed
ERR10897646.mbin.4_00690,VMGC
ERR10897646.mbin.4_00733,Mixed
ERR10897646.mbin.4_00744,Mixed
ERR10897646.mbin.4_00845,Mixed
ERR10897646.mbin.4_00856,Mixed
ERR10897646.mbin.4_00858,Mixed
ERR10897650.mbin.1_00111,Mixed
ERR10897650.mbin.1_00125,Mixed
ERR10897650.mbin.1_00126,Mixed
ERR10897650.mbin.1_00223,Mixed
ERR10897650.mbin.1_00567,Mixed
ERR10897650.mbin.1_00572,Mixed
ERR10897650.mbin.1_00573,Mixed
ERR10897650.mbin.1_00574,Mixed
ERR10897650.mbin.1_00661,Mixed
ERR10897650.mbin.1_00910,Mixed
ERR10897650.mbin.1_00911,Mixed
ERR10897650.mbin.1_00912,Mixed
ERR10897650.mbin.1_00914,Mixed
ERR10897650.mbin.1_00915,Mixed
ERR10897650.mbin.1_00916,Mixed
ERR10897650.mbin.1_00917,Mixed
ERR10897650.mbin.1_00918,Mixed
ERR10897650.mbin.1_00920,Mixed
ERR10897650.mbin.1_01015,Mixed
ERR10897650.mbin.1_01158,Mixed
ERR10897650.mbin.1_01159,Mixed
ERR10897650.mbin.1_01161,Mixed
ERR10897650.mbin.1_01166,Mixed
ERR10897650.mbin.1_01168,Mixed
ERR10897650.mbin.1_01170,Mixed
