centroid_90,classification
ERR10897591.mbin.10_00648,Mixed
ERR10897591.mbin.10_00649,Mixed
ERR10897591.mbin.10_00650,Mixed
ERR10897591.mbin.10_00653,Mixed
ERR10897591.mbin.10_00655,Mixed
ERR10897591.mbin.10_00656,Mixed
ERR10897591.mbin.10_00657,Mixed
ERR10897591.mbin.10_00658,Mixed
ERR10897591.mbin.10_00660,Mixed
ERR10897591.mbin.10_00662,Mixed
ERR10897591.mbin.10_00663,Mixed
ERR10897591.mbin.10_00666,Mixed
ERR10897591.mbin.10_00667,Mixed
ERR10897591.mbin.10_00674,Mixed
ERR10897591.mbin.10_00675,Mixed
ERR10897591.mbin.10_00678,Mixed
ERR10897591.mbin.10_00680,Mixed
ERR10897591.mbin.10_00681,Mixed
ERR10897591.mbin.10_00686,Mixed
ERR10897591.mbin.10_00691,Mixed
ERR10897591.mbin.10_00692,Mixed
ERR10897591.mbin.10_00693,Mixed
ERR10897591.mbin.10_00695,Mixed
ERR10897591.mbin.10_00702,Mixed
ERR10897591.mbin.10_00705,Mixed
ERR10897591.mbin.10_00706,Mixed
ERR10897591.mbin.10_00710,Mixed
ERR10897591.mbin.10_00711,Mixed
ERR10897591.mbin.10_00712,Mixed
ERR10897591.mbin.10_00716,Mixed
ERR10897591.mbin.10_00720,Mixed
ERR10897591.mbin.10_00721,Mixed
ERR10897591.mbin.10_00722,Mixed
ERR10897591.mbin.10_00725,Mixed
ERR10897591.mbin.10_00727,Mixed
ERR10897591.mbin.10_00728,Mixed
ERR10897591.mbin.10_00731,Mixed
ERR10897591.mbin.10_00732,Mixed
ERR10897591.mbin.10_00739,Mixed
ERR10897591.mbin.10_00740,Mixed
ERR10897591.mbin.10_00741,Mixed
ERR10897591.mbin.10_00747,Mixed
ERR10897591.mbin.10_00750,Mixed
ERR10897591.mbin.10_00752,Mixed
ERR10897591.mbin.10_00753,Mixed
ERR10897591.mbin.10_00758,Mixed
ERR10897591.mbin.10_00760,Mixed
ERR10897591.mbin.10_00766,Mixed
ERR10897591.mbin.10_00767,Mixed
ERR10897591.mbin.10_00772,Mixed
ERR10897591.mbin.10_00776,Mixed
ERR10897591.mbin.10_00777,Mixed
ERR10897591.mbin.10_00779,Mixed
ERR10897591.mbin.10_00780,Mixed
ERR10897591.mbin.10_00782,Mixed
ERR10897591.mbin.10_00784,Mixed
ERR10897591.mbin.10_00787,Mixed
ERR10897591.mbin.10_00797,Mixed
ERR10897591.mbin.10_00804,Mixed
ERR10897591.mbin.10_00805,Mixed
ERR10897591.mbin.10_00806,Mixed
ERR10897591.mbin.10_00808,Mixed
ERR10897591.mbin.10_00812,VMGC
ERR10897591.mbin.10_00816,Mixed
ERR10897591.mbin.10_00819,Mixed
ERR10897591.mbin.10_00822,Mixed
ERR10897591.mbin.10_00823,Mixed
ERR10897591.mbin.10_00825,Mixed
ERR10897591.mbin.10_00827,Mixed
ERR10897591.mbin.10_00831,Mixed
ERR10897591.mbin.10_00832,Mixed
ERR10897591.mbin.10_00833,Mixed
ERR10897591.mbin.10_00836,Mixed
ERR10897591.mbin.10_00837,Mixed
ERR10897591.mbin.10_00838,Mixed
ERR10897591.mbin.10_00839,Mixed
ERR10897591.mbin.10_00840,Mixed
ERR10897591.mbin.10_00842,Mixed
ERR10897591.mbin.10_00843,Mixed
ERR10897591.mbin.10_00845,Mixed
ERR10897591.mbin.10_00847,Mixed
ERR10897591.mbin.10_00856,Mixed
ERR10897591.mbin.10_00857,Mixed
ERR10897591.mbin.10_00859,Mixed
ERR10897591.mbin.10_00860,Mixed
ERR10897591.mbin.10_00863,Mixed
ERR10897591.mbin.10_00866,Mixed
ERR10897591.mbin.10_00867,Mixed
ERR10897591.mbin.10_00871,Mixed
ERR10897591.mbin.10_00872,Mixed
ERR10897591.mbin.10_00873,Mixed
ERR10897591.mbin.10_00874,Mixed
ERR10897591.mbin.10_00875,Mixed
ERR10897591.mbin.10_00878,Mixed
ERR10897591.mbin.10_00879,Mixed
ERR10897591.mbin.10_00880,Mixed
ERR10897591.mbin.10_00887,Mixed
ERR10897591.mbin.10_00888,Mixed
ERR10897591.mbin.10_00894,VMGC
ERR10897591.mbin.10_00896,Mixed
ERR10897591.mbin.10_00898,Mixed
ERR10897591.mbin.10_00899,VMGC
ERR10897591.mbin.10_00904,Mixed
ERR10897591.mbin.10_00905,Mixed
ERR10897591.mbin.10_00921,VMGC
ERR10897591.mbin.10_00927,Mixed
ERR10897591.mbin.10_00928,Mixed
ERR10897591.mbin.10_00931,Mixed
ERR10897591.mbin.10_00933,Mixed
ERR10897591.mbin.10_00935,Mixed
ERR10897591.mbin.10_00937,Mixed
ERR10897591.mbin.10_00938,Mixed
ERR10897591.mbin.10_00940,Mixed
ERR10897591.mbin.10_00943,Mixed
ERR10897591.mbin.10_00945,Mixed
ERR10897591.mbin.10_00946,Mixed
ERR10897591.mbin.10_00950,Mixed
ERR10897591.mbin.10_00952,Mixed
ERR10897591.mbin.10_00953,Mixed
ERR10897591.mbin.10_00955,Mixed
ERR10897591.mbin.10_00966,Mixed
ERR10897591.mbin.10_00967,Mixed
ERR10897591.mbin.10_00975,Mixed
ERR10897591.mbin.10_00976,Mixed
ERR10897591.mbin.10_00982,Mixed
ERR10897591.mbin.10_00986,Mixed
ERR10897591.mbin.10_00988,Mixed
ERR10897591.mbin.10_00989,Mixed
ERR10897591.mbin.10_00990,Mixed
ERR10897591.mbin.10_00991,Mixed
ERR10897591.mbin.10_00992,Mixed
ERR10897591.mbin.10_00993,Mixed
ERR10897591.mbin.10_00999,Mixed
ERR10897591.mbin.10_01001,Mixed
ERR10897591.mbin.10_01005,Mixed
ERR10897591.mbin.10_01007,Mixed
ERR10897591.mbin.10_01010,Mixed
ERR10897591.mbin.10_01021,Mixed
ERR10897591.mbin.10_01025,Mixed
ERR10897591.mbin.10_01028,Mixed
ERR10897591.mbin.10_01029,Mixed
ERR10897591.mbin.10_01030,Mixed
ERR10897591.mbin.10_01031,Mixed
ERR10897591.mbin.10_01034,Mixed
ERR10897591.mbin.10_01039,Mixed
ERR10897591.mbin.10_01041,Mixed
ERR10897591.mbin.10_01042,Mixed
ERR10897591.mbin.10_01044,Mixed
ERR10897591.mbin.10_01045,Mixed
ERR10897591.mbin.10_01046,Mixed
ERR10897591.mbin.10_01058,Mixed
ERR10897591.mbin.10_01062,Mixed
ERR10897591.mbin.10_01063,Mixed
ERR10897591.mbin.10_01065,Mixed
ERR10897591.mbin.10_01066,Mixed
ERR10897591.mbin.10_01067,Mixed
ERR10897591.mbin.10_01070,Mixed
ERR10897591.mbin.10_01072,Mixed
ERR10897591.mbin.10_01077,Mixed
ERR10897591.mbin.10_01080,Mixed
ERR10897591.mbin.10_01082,Mixed
ERR10897591.mbin.10_01086,Mixed
ERR10897591.mbin.10_01087,Mixed
ERR10897591.mbin.10_01093,Mixed
ERR10897591.mbin.10_01094,Mixed
ERR10897591.mbin.10_01096,Mixed
ERR10897591.mbin.10_01097,Mixed
ERR10897591.mbin.10_01100,Mixed
ERR10897591.mbin.10_01106,Mixed
ERR10897591.mbin.10_01107,Mixed
ERR10897591.mbin.10_01108,Mixed
ERR10897591.mbin.10_01109,Mixed
ERR10897591.mbin.10_01113,Mixed
ERR10897591.mbin.10_01114,Mixed
ERR10897591.mbin.10_01115,Mixed
ERR10897591.mbin.10_01116,Mixed
ERR10897591.mbin.10_01119,Mixed
ERR10897591.mbin.10_01126,Mixed
ERR10897591.mbin.10_01127,Mixed
ERR10897591.mbin.10_01132,Mixed
ERR10897591.mbin.10_01133,Mixed
ERR10897591.mbin.10_01136,Mixed
ERR10897591.mbin.10_01137,Mixed
ERR10897591.mbin.10_01141,Mixed
ERR10897591.mbin.10_01145,Mixed
ERR10897591.mbin.10_01149,Mixed
ERR10897591.mbin.10_01150,Mixed
ERR10897591.mbin.10_01152,Mixed
ERR10897591.mbin.10_01153,Mixed
ERR10897591.mbin.10_01157,Mixed
ERR10897591.mbin.10_01158,Mixed
ERR10897591.mbin.10_01159,Mixed
ERR10897591.mbin.10_01160,Mixed
ERR10897591.mbin.10_01162,Mixed
ERR10897591.mbin.10_01164,Mixed
ERR10897591.mbin.10_01165,Mixed
ERR10897591.mbin.10_01168,Mixed
ERR10897591.mbin.10_01169,Mixed
ERR10897591.mbin.10_01170,Mixed
ERR10897591.mbin.10_01171,Mixed
ERR10897591.mbin.10_01172,Mixed
ERR10897591.mbin.10_01173,Mixed
ERR10897591.mbin.10_01175,Mixed
ERR10897591.mbin.10_01178,Mixed
ERR10897591.mbin.10_01183,Mixed
ERR10897591.mbin.10_01188,VMGC
ERR10897610.mbin.1_00007,Mixed
ERR10897610.mbin.1_00056,Mixed
ERR10897610.mbin.1_00078,Mixed
ERR10897610.mbin.1_00089,Mixed
ERR10897610.mbin.1_00112,Mixed
ERR10897610.mbin.1_00121,Mixed
ERR10897610.mbin.1_00128,Mixed
ERR10897610.mbin.1_00134,VMGC
ERR10897610.mbin.1_00135,VMGC
ERR10897610.mbin.1_00136,VMGC
ERR10897610.mbin.1_00137,VMGC
ERR10897610.mbin.1_00157,Mixed
ERR10897610.mbin.1_00175,Mixed
ERR10897610.mbin.1_00176,Mixed
ERR10897610.mbin.1_00178,Mixed
ERR10897610.mbin.1_00179,Mixed
ERR10897610.mbin.1_00181,Mixed
ERR10897610.mbin.1_00214,Mixed
ERR10897610.mbin.1_00224,Mixed
ERR10897610.mbin.1_00232,Mixed
ERR10897610.mbin.1_00233,Mixed
ERR10897610.mbin.1_00234,Mixed
ERR10897610.mbin.1_00245,Mixed
ERR10897610.mbin.1_00246,Mixed
ERR10897610.mbin.1_00283,Mixed
ERR10897610.mbin.1_00311,Mixed
ERR10897610.mbin.1_00312,VMGC
ERR10897610.mbin.1_00317,Mixed
ERR10897610.mbin.1_00333,Mixed
ERR10897610.mbin.1_00342,Mixed
ERR10897610.mbin.1_00365,VMGC
ERR10897610.mbin.1_00374,Mixed
ERR10897610.mbin.1_00383,Mixed
ERR10897610.mbin.1_00384,Mixed
ERR10897610.mbin.1_00395,Mixed
ERR10897610.mbin.1_00418,Mixed
ERR10897610.mbin.1_00422,Mixed
ERR10897610.mbin.1_00435,Mixed
ERR10897610.mbin.1_00436,Mixed
ERR10897610.mbin.1_00441,Mixed
ERR10897610.mbin.1_00446,Mixed
ERR10897610.mbin.1_00452,Mixed
ERR10897610.mbin.1_00469,Mixed
ERR10897610.mbin.1_00470,Mixed
ERR10897610.mbin.1_00475,Mixed
ERR10897610.mbin.1_00476,Mixed
ERR10897610.mbin.1_00483,Mixed
ERR10897610.mbin.1_00508,Mixed
ERR10897610.mbin.1_00510,Mixed
ERR10897610.mbin.1_00514,Mixed
ERR10897610.mbin.1_00515,Mixed
ERR10897610.mbin.1_00543,Mixed
ERR10897610.mbin.1_00553,Mixed
ERR10897610.mbin.1_00595,Mixed
ERR10897610.mbin.1_00601,Mixed
ERR10897610.mbin.1_00605,Mixed
ERR10897610.mbin.1_00606,Mixed
ERR10897610.mbin.1_00609,Mixed
ERR10897610.mbin.1_00618,Mixed
ERR10897610.mbin.1_00621,Mixed
ERR10897610.mbin.1_00625,Mixed
ERR10897610.mbin.1_00655,Mixed
ERR10897610.mbin.1_00661,Mixed
ERR10897610.mbin.1_00687,Mixed
ERR10897610.mbin.1_00718,Mixed
ERR10897610.mbin.1_00746,Mixed
ERR10897610.mbin.1_00747,Mixed
ERR10897610.mbin.1_00752,Mixed
ERR10897610.mbin.1_00812,Mixed
ERR10897610.mbin.1_00824,Mixed
ERR10897610.mbin.1_00826,Mixed
ERR10897610.mbin.1_00828,Mixed
ERR10897610.mbin.1_00829,Mixed
ERR10897610.mbin.1_00830,Mixed
ERR10897610.mbin.1_00832,Mixed
ERR10897610.mbin.1_00834,Mixed
ERR10897610.mbin.1_00836,Mixed
ERR10897610.mbin.1_00837,Mixed
ERR10897610.mbin.1_00838,Mixed
ERR10897610.mbin.1_00839,Mixed
ERR10897610.mbin.1_00869,Mixed
ERR10897610.mbin.1_00870,Mixed
ERR10897610.mbin.1_00871,Mixed
ERR10897610.mbin.1_00919,Mixed
ERR10897610.mbin.1_00921,Mixed
ERR10897610.mbin.1_00924,Mixed
ERR10897610.mbin.1_00925,Mixed
ERR10897610.mbin.1_00926,Mixed
ERR10897610.mbin.1_00927,Mixed
ERR10897610.mbin.1_00954,Mixed
ERR10897616.mbin.4_00002,Mixed
ERR10897616.mbin.4_00051,Mixed
ERR10897616.mbin.4_00126,Mixed
ERR10897616.mbin.4_00195,Mixed
ERR10897616.mbin.4_00219,Mixed
ERR10897616.mbin.4_00247,Mixed
ERR10897616.mbin.4_00315,Mixed
ERR10897616.mbin.4_00317,Mixed
ERR10897616.mbin.4_00324,Mixed
ERR10897616.mbin.4_00353,Mixed
ERR10897616.mbin.4_00357,Mixed
ERR10897616.mbin.4_00415,Mixed
ERR10897616.mbin.4_00417,Mixed
ERR10897616.mbin.4_00458,Mixed
ERR10897616.mbin.4_00459,Mixed
ERR10897616.mbin.4_00460,Mixed
ERR10897616.mbin.4_00461,Mixed
ERR10897616.mbin.4_00463,Mixed
ERR10897616.mbin.4_00470,Mixed
ERR10897616.mbin.4_00476,Mixed
ERR10897616.mbin.4_00546,Mixed
ERR10897616.mbin.4_00547,Mixed
ERR10897616.mbin.4_00549,Mixed
ERR10897616.mbin.4_00550,Mixed
ERR10897616.mbin.4_00554,Mixed
ERR10897616.mbin.4_00555,Mixed
ERR10897616.mbin.4_00556,Mixed
ERR10897616.mbin.4_00557,Mixed
ERR10897616.mbin.4_00558,Mixed
ERR10897616.mbin.4_00559,Mixed
ERR10897616.mbin.4_00560,Mixed
ERR10897616.mbin.4_00562,Mixed
ERR10897616.mbin.4_00584,Mixed
ERR10897616.mbin.4_00585,Mixed
ERR10897616.mbin.4_00587,Mixed
ERR10897616.mbin.4_00588,Mixed
ERR10897616.mbin.4_00589,Mixed
ERR10897616.mbin.4_00590,Mixed
ERR10897616.mbin.4_00591,Mixed
ERR10897616.mbin.4_00592,Mixed
ERR10897616.mbin.4_00593,Mixed
ERR10897616.mbin.4_00604,Mixed
ERR10897616.mbin.4_00610,Mixed
ERR10897616.mbin.4_00611,Mixed
ERR10897616.mbin.4_00615,Mixed
ERR10897616.mbin.4_00625,Mixed
ERR10897616.mbin.4_00629,Mixed
ERR10897616.mbin.4_00649,Mixed
ERR10897616.mbin.4_00685,VMGC
ERR10897616.mbin.4_00690,VMGC
ERR10897616.mbin.4_00742,Mixed
ERR10897616.mbin.4_00755,Mixed
ERR10897616.mbin.4_00862,Mixed
ERR10897616.mbin.4_00863,Mixed
ERR10897616.mbin.4_00868,Mixed
ERR10897616.mbin.4_00875,Mixed
ERR10897616.mbin.4_00877,Mixed
ERR10897616.mbin.4_00946,Mixed
ERR10897616.mbin.4_00948,Mixed
ERR10897616.sbin.3_00012,VMGC
ERR10897616.sbin.3_00046,Mixed
ERR10897616.sbin.3_00049,Mixed
ERR10897616.sbin.3_00212,Mixed
ERR10897616.sbin.3_00213,Mixed
ERR10897616.sbin.3_00214,Mixed
ERR10897616.sbin.3_00246,Mixed
ERR10897616.sbin.3_00595,Mixed
ERR10897616.sbin.3_00596,Mixed
ERR10897616.sbin.3_00598,Mixed
ERR10897616.sbin.3_00599,Mixed
ERR10897634.mbin.8_00063,Mixed
ERR10897634.mbin.8_00090,Mixed
ERR10897634.mbin.8_00092,VMGC
ERR10897634.mbin.8_00094,Mixed
ERR10897634.mbin.8_00131,Mixed
ERR10897634.mbin.8_00152,Mixed
ERR10897634.mbin.8_00213,VMGC
ERR10897634.mbin.8_00362,Mixed
ERR10897634.mbin.8_00378,VMGC
ERR10897634.mbin.8_00549,Mixed
ERR10897634.mbin.8_00647,Mixed
ERR10897634.mbin.8_00660,Mixed
ERR10897634.mbin.8_00694,Mixed
ERR10897634.mbin.8_00729,Mixed
ERR10897634.mbin.8_00886,Mixed
ERR10897634.mbin.8_00899,Mixed
ERR10897634.mbin.8_00902,Mixed
ERR10897639.mbin.3_00008,Mixed
ERR10897639.mbin.3_00030,Mixed
ERR10897639.mbin.3_00032,Mixed
ERR10897639.mbin.3_00079,Mixed
ERR10897639.mbin.3_00141,Mixed
ERR10897639.mbin.3_00198,Mixed
ERR10897639.mbin.3_00258,Mixed
ERR10897639.mbin.3_00327,VMGC
ERR10897639.mbin.3_00462,Mixed
ERR10897639.mbin.3_00464,Mixed
ERR10897639.mbin.3_00495,Mixed
